RegionID,SizeRank,RegionName,RegionType,StateName,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023
395208,656,"Washington, NC",msa,NC,,,,,,,,40,40,38,38,40,41,39,40,41,42,41,39,39,40,41,41,40,37,38,38,41,42,41,42,42,44,43,46,45,46,43,44,43,45,44,45,42,41,41,42,41,39,39,39,39,38,38,38,39,38,37,34,36,38,40,39,39,36,34,35,36
394616,657,"Freeport, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,36,37,40,39,38,36,38,37,38,36,37,35,36,37,38,38,38,39,37,35,33,33,33,34,36,38,36,43,41,41
395037,659,"Rolla, MO",msa,MO,,,,,,,,,,39,38,38,37,38,40,42,40,38,36,37,37,40,42,43,42,41,43,43,43,42,44,44,43,41,42,44,43,43,43,45,45,45,44,43,42,42,41,42,43,44,43,40,39,38,39,38,40,40,41,41,39,39,40,41,39,39,39,41
394482,660,"Coldwater, MI",msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,28,29,30,31,32,34,33
394567,663,"Ellensburg, WA",msa,WA,39,39,39,39,39,39,38,38,37,37,38,38,39,38,37,37,37,37,38,40,41,41,41,41,39,38,38,38,38,38,40,41,41,42,42,42,39,38,35,35,35,37,37,37,37,39,40,40,38,36,35,35,33,34,33,33,34,35,35,35,35,33,31,30,31,30,30,29
394990,664,"Ponca City, OK",msa,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,47,45,45,47,46,45,44,46,44,42,42,42,42,41,43,42,39,37,39,39,40,39,38,37,35,36,38,38,37,34,35
394842,666,"McAlester, OK",msa,OK,,,,,,,,,,,,,,,,,,,,,,,,,38,36,39,38,40,39,41,42,46,47,49,46,40,37,39,45,48,48,48,48,48,48,49,49,49,46,46,47,47,46,43,43,41,41,40,42,40,38,37,38,38,39,38,38
395228,668,"Willmar, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,30,33,34,34,31,32
394895,670,"Muscatine, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,37,39,39,38,39,40,42,41
394349,672,"Auburn, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,31,31,31,30
394545,673,"Duncan, OK",msa,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,30,31,33,36,35,35
394448,675,"Cedartown, GA",msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,27,28,29,27,24,21,23,23
